Class,Family,Species,Troph,FoodI,FoodII,FoodIII,Stage,DietPercent,ItemName,ID
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,mollusks,bivalves,juv./adults,42,Anthocardium tuberculatum,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,nekton,finfish,bony fish,juv./adults,1.5,Bathus podas,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,benth. crust.,crabs,juv./adults,2.700000047683716,Anomura,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,mollusks,gastropods,juv./adults,9.100000381469727,Cyclope pellucida,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zooplankton,plank. crust.,mysids,juv./adults,3.299999952316284,Gastrosaccus sanctus,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,3.200000047683716,cumacea,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,echinoderms,sea urchins,juv./adults,37.79999923706055,Echinocardium cordatum,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labridae,Xyrichtys novacula,3.45,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,0.4000000059604645,Crangon crangon,"ASV_301,ASV_410,ASV_279"
Actinopteri,Labrisomidae,Malacoctenus triangulatus,NA,NA,NA,NA,NA,NA,NA,"ASV_120,ASV_217,ASV_739,ASV_156,ASV_38,ASV_72"
Actinopteri,Leuciscidae,Phoxinus phoxinus,3.2,zoobenthos,benth. crust.,amphipods,juv./adults,6.119999885559082,Gammaridae,ASV_419
Actinopteri,Leuciscidae,Phoxinus phoxinus,3.2,zoobenthos,insects,insects,larvae,90.81999969482422,Chironomidae,ASV_419
Actinopteri,Leuciscidae,Phoxinus phoxinus,3.2,zoobenthos,worms,polychaetes,juv./adults,3.059999942779541,polychaetes,ASV_419
Actinopteri,Leuciscidae,Phoxinus sp. UAIC 14401.01,NA,NA,NA,NA,NA,NA,NA,ASV_966
Actinopteri,Lutjanidae,Caesio lunaris,NA,NA,NA,NA,NA,NA,NA,"ASV_80,ASV_1147"
Actinopteri,Lutjanidae,Lipocheilus carnolabrum,NA,NA,NA,NA,NA,NA,NA,"ASV_147,ASV_1251,ASV_138"
Actinopteri,Lutjanidae,Lutjanus argentimaculatus,3.58,nekton,finfish,bony fish,recruits/juv.,11,bony fish,"ASV_1013,ASV_103,ASV_1085,ASV_517,ASV_1132,ASV_1342,ASV_143,ASV_502,ASV_86"
Actinopteri,Lutjanidae,Lutjanus argentimaculatus,3.58,zoobenthos,benth. crust.,crabs,juv./adults,81,crabs,"ASV_1013,ASV_103,ASV_1085,ASV_517,ASV_1132,ASV_1342,ASV_143,ASV_502,ASV_86"
Actinopteri,Lutjanidae,Lutjanus argentimaculatus,3.58,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,8,shrimps/prawns,"ASV_1013,ASV_103,ASV_1085,ASV_517,ASV_1132,ASV_1342,ASV_143,ASV_502,ASV_86"
Actinopteri,Lutjanidae,Lutjanus sp. MM-2016,NA,NA,NA,NA,NA,NA,NA,"ASV_617,ASV_536"
Actinopteri,Lutjanidae,Pterocaesio tile,NA,NA,NA,NA,NA,NA,NA,"ASV_2,ASV_81,ASV_902,ASV_15"
Actinopteri,Macrouridae,Coryphaenoides acrolepis,3.66,zoobenthos,benth. crust.,crabs,juv./adults,84.5999984741211,Chionoecets angulatus,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,3.66,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,juv./adults,6.400000095367432,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,3.66,nekton,cephalopods,squids/cuttlefish,juv./adults,9,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,4,nekton,finfish,bony fish,juv./adults,15,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,4,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,3,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,4,others,others,n.a./others,juv./adults,12,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,4,zoobenthos,worms,polychaetes,juv./adults,24,unidentified,ASV_860
Actinopteri,Macrouridae,Coryphaenoides acrolepis,4,nekton,cephalopods,squids/cuttlefish,juv./adults,46,unidentified,ASV_860
Actinopteri,Molidae,Mola mola,4.5,zooplankton,jellyfish/hydroids,jellyfish/hydroids,juv./adults,100,jellyfish/hydroids,"ASV_271,ASV_226"
Actinopteri,Monocentridae,Monocentris japonicus,NA,NA,NA,NA,NA,NA,NA,"ASV_715,ASV_746"
Actinopteri,Moronidae,Dicentrarchus labrax,3.79,nekton,finfish,bony fish,juv./adults,30.030000686645508,Syngnathus abaster,ASV_1002
Actinopteri,Moronidae,Dicentrarchus labrax,3.79,zoobenthos,benth. crust.,isopods,juv./adults,0.17000000178813934,Idothea sp.,ASV_1002
Actinopteri,Moronidae,Dicentrarchus labrax,3.79,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,68.1500015258789,Crangon crangon,ASV_1002
Actinopteri,Moronidae,Dicentrarchus labrax,3.79,zoobenthos,worms,polychaetes,juv./adults,1.6399999856948853,Nereis succinea,ASV_1002
Actinopteri,Mugilidae,Chaenomugil proboscideus,NA,NA,NA,NA,NA,NA,NA,"ASV_444,ASV_1123"
Actinopteri,Muraenidae,Anarchias seychellensis,NA,NA,NA,NA,NA,NA,NA,"ASV_1188,ASV_310,ASV_777,ASV_146"
Actinopteri,Muraenidae,Anarchias sp. CBM:ZF:18316,NA,NA,NA,NA,NA,NA,NA,ASV_457
Actinopteri,Muraenidae,Enchelycore anatina,NA,NA,NA,NA,NA,NA,NA,"ASV_951,ASV_265"
Actinopteri,Muraenidae,Enchelycore nigricans,NA,NA,NA,NA,NA,NA,NA,"ASV_551,ASV_120,ASV_1291"
Actinopteri,Muraenidae,Enchelycore pardalis,NA,NA,NA,NA,NA,NA,NA,"ASV_1179,ASV_349,ASV_286"
Actinopteri,Muraenidae,Gymnomuraena zebra,NA,NA,NA,NA,NA,NA,NA,"ASV_750,ASV_778"
Actinopteri,Muraenidae,Gymnothorax flavimarginatus,NA,NA,NA,NA,NA,NA,NA,"ASV_205,ASV_127,ASV_992"
Actinopteri,Muraenidae,Gymnothorax formosus,NA,NA,NA,NA,NA,NA,NA,"ASV_109,ASV_116,ASV_819,ASV_1333,ASV_77,ASV_91"
Actinopteri,Muraenidae,Gymnothorax fuscomaculatus,NA,NA,NA,NA,NA,NA,NA,ASV_1281
Actinopteri,Muraenidae,Gymnothorax sp. KAUM:I:98486,NA,NA,NA,NA,NA,NA,NA,"ASV_1105,ASV_230,ASV_377,ASV_746,ASV_84,ASV_141,ASV_355,ASV_57"
Actinopteri,Muraenidae,Gymnothorax unicolor,NA,NA,NA,NA,NA,NA,NA,"ASV_344,ASV_89"
Actinopteri,Muraenidae,Gymnothorax vicinus,4.26,nekton,finfish,bony fish,juv./adults,62.5,Scarus sp.,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.26,zoobenthos,benth. crust.,crabs,juv./adults,25,crabs,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.26,zoobenthos,mollusks,octopi,juv./adults,12.5,octopi,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,nekton,finfish,bony fish,juv./adults,3.8922159671783447,Muraenidae,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,nekton,finfish,bony fish,juv./adults,5.588821887969971,Holocentridae,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,nekton,finfish,bony fish,juv./adults,14.371259689331055,Labridae,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,nekton,finfish,bony fish,juv./adults,22.155689239501953,Halichoeres bivittatus,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,zoobenthos,benth. crust.,crabs,juv./adults,2.0958080291748047,Mithrax sculptus,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,zoobenthos,benth. crust.,crabs,juv./adults,5.588821887969971,unspecified crabs,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,zoobenthos,benth. crust.,crabs,juv./adults,10.17963981628418,Pitho anisodon,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,zoobenthos,benth. crust.,lobsters,juv./adults,5.588821887969971,Panulirus argus,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,nekton,finfish,n.a./other finfish,juv./adults,13.872260093688965,unspecified fishes,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,others,others,n.a./others,n.a./others,5.588821887969971,unspecified,ASV_673
Actinopteri,Muraenidae,Gymnothorax vicinus,4.17,zoobenthos,mollusks,octopi,juv./adults,11.077839851379395,unspecified octopus,ASV_673
Actinopteri,Muraenidae,Muraena lentiginosa,NA,NA,NA,NA,NA,NA,NA,"ASV_1202,ASV_185,ASV_251,ASV_564,ASV_73,ASV_170,ASV_183,ASV_37"
Actinopteri,Muraenidae,Scuticaria tigrina,NA,NA,NA,NA,NA,NA,NA,"ASV_111,ASV_1169,ASV_327,ASV_388,ASV_211,ASV_402,ASV_419,ASV_552,ASV_74"
Actinopteri,Muraenidae,Uropterygius macularius,NA,NA,NA,NA,NA,NA,NA,"ASV_1090,ASV_166,ASV_227,ASV_363,ASV_941,ASV_100,ASV_1341,ASV_289,ASV_294,ASV_308,ASV_478"
Actinopteri,Muraenidae,Uropterygius micropterus,NA,NA,NA,NA,NA,NA,NA,"ASV_1009,ASV_1168,ASV_296,ASV_338,ASV_411,ASV_413,ASV_507,ASV_1275,ASV_218,ASV_230,ASV_247,ASV_258,ASV_324,ASV_671"
Actinopteri,Myctophidae,Diaphus watasei,NA,NA,NA,NA,NA,NA,NA,"ASV_1183,ASV_477"
Actinopteri,Myctophidae,Diogenichthys laternatus,NA,NA,NA,NA,NA,NA,NA,"ASV_448,ASV_561,ASV_788,ASV_854,ASV_110,ASV_118,ASV_488"
Actinopteri,Myctophidae,Hygophum proximum,NA,NA,NA,NA,NA,NA,NA,"ASV_1072,ASV_988"
Actinopteri,Myctophidae,Hygophum reinhardtii,NA,NA,NA,NA,NA,NA,NA,"ASV_242,ASV_152,ASV_435"
Actinopteri,Myctophidae,Hygophum sp. CBM:ZF:14740,NA,NA,NA,NA,NA,NA,NA,ASV_1200
Actinopteri,Myctophidae,Lampanyctus macdonaldi,NA,NA,NA,NA,NA,NA,NA,"ASV_1125,ASV_1302"
Actinopteri,Myctophidae,Lampanyctus sp. Y13,NA,NA,NA,NA,NA,NA,NA,ASV_1238
Actinopteri,Myctophidae,Myctophum aurolaternatum,NA,NA,NA,NA,NA,NA,NA,"ASV_775,ASV_319"
Actinopteri,Myctophidae,Myctophum nitidulum,NA,NA,NA,NA,NA,NA,NA,"ASV_1155,ASV_1273,ASV_1314,ASV_1319,ASV_1331,ASV_496,ASV_551,ASV_768"
Actinopteri,Myctophidae,Nannobrachium achirus,NA,NA,NA,NA,NA,NA,NA,"ASV_393,ASV_1102,ASV_214"
Actinopteri,Myctophidae,Nannobrachium atrum,NA,NA,NA,NA,NA,NA,NA,ASV_891
Actinopteri,Myctophidae,Notoscopelus resplendens,NA,NA,NA,NA,NA,NA,NA,"ASV_631,ASV_659,ASV_423"
Actinopteri,Myctophidae,Triphoturus mexicanus,NA,NA,NA,NA,NA,NA,NA,"ASV_145,ASV_1221,ASV_383"
Actinopteri,Notosudidae,Scopelosaurus harryi,3.13,zoobenthos,benth. crust.,benth. copepods,juv./adults,63.400001525878906,Calanus cristatus,"ASV_829,ASV_577"
Actinopteri,Notosudidae,Scopelosaurus harryi,3.13,zooplankton,plank. crust.,euphausiids,juv./adults,30.5,Thysanoessa longipes,"ASV_829,ASV_577"
Actinopteri,Notosudidae,Scopelosaurus harryi,3.13,zoobenthos,mollusks,gastropods,juv./adults,6.099999904632568,Clione limacina,"ASV_829,ASV_577"
Actinopteri,Ophichthidae,Brachysomophis porphyreus,NA,NA,NA,NA,NA,NA,NA,"ASV_796,ASV_861,ASV_325,ASV_427,ASV_494,ASV_657"
Actinopteri,Ophichthidae,Ophichthus serpentinus,NA,NA,NA,NA,NA,NA,NA,ASV_1206
Actinopteri,Ophichthidae,Ophisurus macrorhynchos,NA,NA,NA,NA,NA,NA,NA,"ASV_364,ASV_1325"
Actinopteri,Ophichthidae,Xyrias revulsus,NA,NA,NA,NA,NA,NA,NA,ASV_1018
Actinopteri,Ophichthidae,Yirrkala misolensis,NA,NA,NA,NA,NA,NA,NA,"ASV_782,ASV_239"
Actinopteri,Ophidiidae,Brotula multibarbata,3.67,nekton,finfish,bony fish,juv./adults,18.030000686645508,bony fish,"ASV_432,ASV_956"
Actinopteri,Ophidiidae,Brotula multibarbata,3.67,zoobenthos,benth. crust.,crabs,juv./adults,69.13999938964844,xanthid,"ASV_432,ASV_956"
Actinopteri,Ophidiidae,Brotula multibarbata,3.67,zooplankton,plank. crust.,mysids,juv./adults,5.53000020980835,mysids,"ASV_432,ASV_956"
Actinopteri,Ophidiidae,Brotula multibarbata,3.67,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,0.33000001311302185,crab megalops,"ASV_432,ASV_956"
Actinopteri,Ophidiidae,Brotula multibarbata,3.67,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,6.96999979019165,Decapoda,"ASV_432,ASV_956"
Actinopteri,Opistognathidae,Opistognathus iyonis,NA,NA,NA,NA,NA,NA,NA,"ASV_190,ASV_130"
Actinopteri,Opistognathidae,Opistognathus jacksoniensis,NA,NA,NA,NA,NA,NA,NA,"ASV_1066,ASV_148,ASV_215,ASV_247,ASV_33,ASV_429,ASV_513,ASV_531,ASV_672,ASV_849,ASV_1218,ASV_139,ASV_16,ASV_196,ASV_225,ASV_234,ASV_347"
Actinopteri,Oplegnathidae,Oplegnathus fasciatus,NA,NA,NA,NA,NA,NA,NA,"ASV_436,ASV_363"
Actinopteri,Oplegnathidae,Oplegnathus woodwardi,NA,NA,NA,NA,NA,NA,NA,"ASV_213,ASV_109,ASV_280"
Actinopteri,Paralichthyidae,Citharichthys sordidus,3.45,zoobenthos,worms,n.a./other annelids,juv./adults,10.3100004196167,annelids,ASV_471
Actinopteri,Paralichthyidae,Citharichthys sordidus,3.45,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,89.69000244140625,benth. crustaceans,ASV_471
Actinopteri,Paralichthyidae,Citharichthys sordidus,3.5,zoobenthos,worms,n.a./other annelids,juv./adults,0.10000000149011612,annelids,ASV_471
Actinopteri,Paralichthyidae,Citharichthys sordidus,3.5,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,99.9000015258789,benth. crustaceans,ASV_471
Actinopteri,Paralichthyidae,Etropus microstomus,NA,NA,NA,NA,NA,NA,NA,ASV_682
Actinopteri,Paralichthyidae,Paralichthys albigutta,NA,NA,NA,NA,NA,NA,NA,"ASV_835,ASV_364"
Actinopteri,Phosichthyidae,Vinciguerria sp. CBM:ZF:14736,NA,NA,NA,NA,NA,NA,NA,"ASV_15,ASV_318,ASV_774,ASV_9"
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,plants,other plants,benthic algae/weeds,n.a./others,94,Amphiroa,ASV_1162
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,zoobenthos,mollusks,chitons,juv./adults,0.10000000149011612,chitons,ASV_1162
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,zoobenthos,benth. crust.,crabs,juv./adults,0.30000001192092896,Porcellanidae,ASV_1162
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,zoobenthos,mollusks,gastropods,juv./adults,0.20000000298023224,gastropods,ASV_1162
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,zoobenthos,cnidarians,n.a./other polyps,juv./adults,5.300000190734863,Zoanthus sociatus,ASV_1162
Actinopteri,Pomacentridae,Abudefduf taurus,2.14,zoobenthos,cnidarians,n.a./other polyps,n.a./others,0.10000000149011612,hydroids,ASV_1162
Actinopteri,Pomacentridae,Chromis multilineata,NA,NA,NA,NA,NA,NA,NA,ASV_198
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,benth. crust.,amphipods,juv./adults,0.10000000149011612,amphipods,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,plants,other plants,benthic algae/weeds,n.a./others,92.81999969482422,Ceramium byssoideum,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,nekton,finfish,bony fish,n.a./others,0.10000000149011612,fish scales,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,mollusks,gastropods,juv./adults,0.10000000149011612,gastropods,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,cnidarians,hard corals,juv./adults,2.2899999618530273,corals,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,1.8700000047683716,crustaceans,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,benth. crust.,ostracods,juv./adults,0.20999999344348907,ostracods,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,echinoderms,sea stars/brittle stars,n.a./others,1.0399999618530273,ophiuroids,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,1.25,shrimps,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon chrysurus,2.1,zoobenthos,sponges/tunicates,sponges,juv./adults,0.20999999344348907,sponges,"ASV_255,ASV_99"
Actinopteri,Pomacentridae,Microspathodon dorsalis,NA,NA,NA,NA,NA,NA,NA,"ASV_108,ASV_1115,ASV_705,ASV_122"
Actinopteri,Pomacentridae,Stegastes fuscus,NA,NA,NA,NA,NA,NA,NA,"ASV_11,ASV_4"
Actinopteri,Pomacentridae,Stegastes rectifraenum,NA,NA,NA,NA,NA,NA,NA,"ASV_47,ASV_45"
Actinopteri,Priacanthidae,Cookeolus japonicus,NA,NA,NA,NA,NA,NA,NA,ASV_1041
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zoobenthos,benth. crust.,amphipods,juv./adults,0.699999988079071,amphipods,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,fish (early stages),fish eggs/larvae,larvae,29.899999618530273,Dactylopterus volitans,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zoobenthos,mollusks,gastropods,juv./adults,1.2000000476837158,gastropods,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zoobenthos,benth. crust.,isopods,juv./adults,4.900000095367432,isopods,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,plank. crust.,mysids,juv./adults,7.800000190734863,mysids,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,5.400000095367432,stomatopod,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,10,alpheid shrimp,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,14.399999618530273,crab,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,larvae,8.899999618530273,Cephalopod,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.42,zoobenthos,worms,polychaetes,juv./adults,16.799999237060547,polychaetes,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,nekton,finfish,bony fish,juv./adults,14.8100004196167,bony fish,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,zoobenthos,benth. crust.,crabs,adults,10.050000190734863,crabs,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,zooplankton,plank. crust.,mysids,juv./adults,0.5299999713897705,mysids,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,42.720001220703125,crabs megalops,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,4.760000228881836,shrimps,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,nekton,cephalopods,squids/cuttlefish,juv./adults,26.979999542236328,squids/cuttlefish,"ASV_795,ASV_1023"
Actinopteri,Priacanthidae,Heteropriacanthus cruentatus,3.81,zoobenthos,benth. crust.,stomatopods,juv./adults,0.12999999523162842,stomatopods,"ASV_795,ASV_1023"
Actinopteri,Regalecidae,Regalecus russelii,NA,NA,NA,NA,NA,NA,NA,ASV_826
Actinopteri,Rondeletiidae,Rondeletia loricata,NA,NA,NA,NA,NA,NA,NA,ASV_1156
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,nekton,finfish,bony fish,juv./adults,11.899999618530273,bony fish,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,nekton,finfish,bony fish,juv./adults,78.69999694824219,Engraulidae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,detritus,detritus,debris,n.a./others,0.30000001192092896,detritus,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,1,Decapoda,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,3.299999952316284,Tanaidae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,zoobenthos,worms,polychaetes,juv./adults,0.6000000238418579,polychaetes,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,4.4,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,4.199999809265137,Penaeidae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,nekton,finfish,bony fish,juv./adults,2.200000047683716,bony fish,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,nekton,finfish,bony fish,juv./adults,9.5,Ariidae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,nekton,finfish,bony fish,juv./adults,29.700000762939453,Engraulidae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,detritus,detritus,debris,n.a./others,7.099999904632568,debris,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,18.5,Decapoda,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.84,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,33,Caridea,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zoobenthos,benth. crust.,amphipods,juv./adults,16.799999237060547,Gammaridea,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,plants,other plants,benthic algae/weeds,n.a./others,7.5,algae,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,nekton,finfish,bony fish,juv./adults,15,bony fish,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zoobenthos,mollusks,gastropods,juv./adults,2.5,Bittium,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zooplankton,plank. crust.,plank. copepods,juv./adults,18.5,Calanoida,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zoobenthos,worms,polychaetes,juv./adults,13.699999809265137,polychaetes,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,7.5,Palaemonetes,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.39,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,18.5,Hippolyte,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Bairdiella chrysoura,3.2,zooplankton,plank. crust.,mysids,juv./adults,100,Mysidopsis bigelowi,"ASV_158,ASV_72,ASV_47,ASV_76"
Actinopteri,Sciaenidae,Equetus lanceolatus,NA,NA,NA,NA,NA,NA,NA,"ASV_420,ASV_689,ASV_107,ASV_682,ASV_980"
Actinopteri,Sciaenidae,Genyonemus lineatus,NA,NA,NA,NA,NA,NA,NA,"ASV_159,ASV_1249,ASV_50"
Actinopteri,Scombridae,Auxis thazard,4.34,zoobenthos,mollusks,bivalves,juv./adults,0.8600000143051147,bivalves,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,nekton,finfish,bony fish,juv./adults,2.1500000953674316,Clupeidae,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,nekton,finfish,bony fish,juv./adults,2.200000047683716,Monacanthidae,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,nekton,finfish,bony fish,juv./adults,11.640000343322754,Scomberoides spp.,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,nekton,finfish,bony fish,juv./adults,46.79999923706055,Spratelloides delicatulus,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,zooplankton,plank. crust.,mysids,juv./adults,8.140000343322754,mysids,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,zooplankton,plank. crust.,n.a./other plank. crustaceans,larvae,1.3300000429153442,plank. crustaceans,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,nekton,cephalopods,squids/cuttlefish,juv./adults,21.450000762939453,squids/cuttlefish,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,zoobenthos,benth. crust.,stomatopods,juv./adults,1.0199999809265137,stomatopods,"ASV_265,ASV_185"
Actinopteri,Scombridae,Auxis thazard,4.34,zoobenthos,benth. crust.,stomatopods,juv./adults,4.409999847412109,stomatopods,"ASV_265,ASV_185"
